Nie bój się!	Niy bōj sie!
W zimie siadywał za piecem i popłakiwał cicho z zimna, a czasem i z głodu, gdy matula nie mieli co włożyć ani do pieca, ani do garnka; latem chodził w koszulinie przepasanej krajką i w słomianym „kapalusie”, spod którego obdartej kani spoglądał, zadzierając jak ptak głowę do góry.	W zimie siadowoł za piecym i popłakowoł cicho ôd zimna, a roz za kedy i ôd głodu, kej mamulka niy mieli co wrazić ani do pieca, ani do gorka; bez lato chodziōł we koszulinie przepasanyj gōrtym i we słōmiannym hucie, co spod jego ôbtarganyj strzechy spoziyroł
Któż tak dzieci bije?	Fto tak dzieci bije?
Wypowiedziałabym mu w oczy wszystko, co o nim myślę, a spodziewam się, że nie przypadłoby mu to do smaku!	Dałabych mu kōncek mojich myśli, coby sie nim pojŏd, a wierzã, że miołby na to srogi szmak!
Ha, ha!	Ha, ha!
Ding, dong!	Niy, niy!
Co by się stało z wekslami Scrooge'a, gdyby już nie było dni, tylko noce?	Co to były radosne Gody dlŏ Scrooge’a?
— Dzisiaj?	– Farba?
— Ani myślę, to nie mój interes.	– Ino tak myślisz.
Chciał już powiedzieć zwykłe swoje: „Głupstwo!” — ale zatrzymał się przy pierwszej sylabie.	Chcioł pedzieć „Nōnsyns!”, ale ustoł na piyrszyj ślabice.
Otóż jest.	– Ja, je.
— Bądź spokojny, ojcze Joe — zapewniła go posługaczka. — Wcale nie byłam tak spragniona jego towarzystwa, żebym się miała narazić na niebezpieczeństwo.	– No to ôtwōrz terŏz mōj miech, Joe – pedziała piyrszŏ baba.
Każdy bowiem to przyzna, że gdybyśmy nie byli najmocniej przekonani, iż ojciec Hamleta umarł, zanim przedstawienie tragedii się zaczyna, to jego błądzenie nocą, podczas wschodniego wiatru i to po swoich własnych wałach fortecznych, w celu wstrząsania umysłu swego syna, umysłu i bez tego słabego, nie miałoby w sobie nic bardziej osobliwego, jak spacer pierwszego lepszego podstarzałego jegomościa o zmierzchu wieczornym, na przykład po cmentarzu świętego Pawła.	Jakby my niy byli blank iści, iże Hamlytōw ôjciec umar podwiela gra sie zaczła, to niy byłoby nic ciekawszego we jego szpacyrze we wschodnim wiatrze po murach swojigo zōmku aniżeli we szpacyrze ôd kożdego inkszego chopa we strzednim wieku, co pokazuje sie po ćmŏku, coby ino zadziwić słaby usōndek ôd swojigo syna, bez przikłŏd na smyntŏrzu Kościoła Świyntego Pawła.
— Wierzę! — westchnął Scrooge. — Muszę wierzyć.	– Ja – pedzioł Scrooge. – Muszã.
— A dlaczego ożeniłeś się?	– Czymu niy wierzisz swojim zmysłōm?
Głaskał pieszczotliwie główki mijających go dzieci, wypytywał i obdarzał żebraków, zaglądał do suteren i w okna mieszkań parterowych.	Poszoł do kościoła, łaziōł po ulicach, ôglōndoł ludzi lŏtać tam a nazŏd, klupoł bajtle po gowach, gŏdoł z żebrŏkami, dziwoł sie do kuchni we chałpach i do ôkyn, i spōmiarkowoł sie, co wszyjsko mu przinosi uciechã.
Dziecko, czy nie rozumiało, o co chodzi, czy się zalękło, dość że nie ozwało się ni słowem, patrzyło tylko, jakby patrzył ptak.	Dziycio, abo niy miarkowało, ô co sie rozchodzi, abo sie zlynkło, doś, iże niy ôzwało sie ani słowym, patrzało ino, choby patrzoł ptok.
— Musiałeś zatem przebyć przez lat siedem olbrzymią przestrzeń — rzekł Scrooge.	– Musiołś ôbejzdrzeć moc bez te siedym lŏt – pedzioł Scrooge.
Jej delikatne mięso i jej tłustość, jej wielkość i taniość były przedmiotem ogólnego podziwu.	Dobroczynność, pożałowanie, tolerancyjŏ i szczodliwość miały być wszyjske mojim gyszeftym.
— Gdzie też ojciec tak długo siedzi? — odezwała się pani Cratchit. — I twój brat, Mały Tim?	– A jak sie mały Tim zachowowoł? – spytała Cratchitowŏ, jak Bob ściskoł jeszcze swojã cerã.
— Nie przyjdzie? — powtórzył Bob, tracąc od razu dobry humor.	– Niy przidzie! – pedzioł Bob ze nŏgłym upŏdkym dobryj launy.
— Jestem pewna, że ma dobre serce — rzekła pani Cratchit.	– Wyglōndŏ, iże dobry ś niego czowiek – pedziała Cratchitowŏ.
Jakoż było istotnie coś piekielnego w atmosferze otaczającej widmo.	Było tyż coś ôkropicznego we tym, iże mŏra miała swojã włŏsnõ atmosferã we postrzodku.
Jakiż z tego rezultat?	Co z tego?
— Ej, głupi, zły Stachu!	— Te, gupi, zły Stachu!
Scrooge chciał perswadować, że nie jest ubrany, że ma katar, że w takim stanie lepiej jest pozostawać w ciepłym łóżku niż spacerować po nocy, do tego wśród takiego czasu; ale Duch nie pozwolił mu dojść do słowa, wziął go za rękę i pociągnął za sobą.	Scrooge tego niy czuł, ale widzioł, bo chociŏż duch siedzioł bez ruchu, jego wosy i ôblyczynie leko sie ruszały, choby skuli gorkigo luftu z jakigo pieca.
— A czy będziesz grzeczną dziewczynką? — zapytała matka chrzestna. — Jeśli tak, sprawię, że się na nim znajdziesz.	A bydziesz grzecznŏ? — rzekła pŏtka — Poślã cie tam.
Wstał wcześnie, wcześniej niż zwykle, gdyż pragnął koniecznie złapać Boba na spóźnieniu.	Bob trzimoł ôd niego chudõ, malućkõ rōnczka, choby przoł tymu bajtlowi i chcioł mieć go dycki przi sobie, bo trŏpiōł sie, iże ftoś mu go porwie.
Scrooge i on byli wspólnikami, nie wiem przez ile lat, w każdym razie bardzo długo.	Scrooge i Marley byli partnyrami ôd niy wiym wielu lŏt.
— Wesołych świąt, wuju!	– Radosnych Godōw, ujek!
Chcąc uczcić wieczór wigilijny, przejechał się ze dwadzieścia razy po lodzie na Cornhill, będąc ostatnim w szeregu ochotników bezpłatnej ślizgawki, następnie popędził do domu przy Camden Town tak szybko, jak mógł, aby się jeszcze zabawić z dziećmi w „ciuciubabkę”.	Buchalteryjŏ zarŏzki była zawartŏ, a pisŏrz wciep na siebie bioły, dugi szal (bo niy stykało mu na mantel), poklojzdoł sie ze chopcami dwadziścia razy na klojzdōwce na Cornhill skuli tego, iże to była Wilijŏ, i pogzuł do dōm na Camden Town nojwarcij jak mōg, coby zagrać z bajtlami w babiludkã.
Życzę ci wesołych świąt.	Radosnych Godōw wszyjskim!
Na drugi dzień biedny Janek stał już przed sądem u wójta.	Na drugi dziyń biydny Jōnek stoł już przed sōndym u fojta.
Tymczasem mgła i ciemność tak zgęstniały, że na ulicach zjawili się ludzie i biegali z pozapalanymi latarniami, ofiarując się iść przed końmi ciągnącymi powozy i prowadzić je po właściwej drodze.	Bez tyn czas mgła i ćma stynżały tak, iże ludzie lŏtali ze faklami a propōnowali swoje usugi łażyniŏ przed kōniami i wozami i kludzyniŏ ich.
Wieczór już zapadł, latarnie oświecały ulice.	Bōł ale wieczōr, a lampy sie pŏlyły.
Pokój był ciemny — tak ciemny, że nie można było dokładnie widzieć, co się w nim znajduje, chociaż Scrooge, pobudzony jakimś wewnętrznym nakazem, rozglądał się z ciekawością na wszystkie strony.	Za ciymno, coby jã dobrze ôbejzdrzeć, ale Scrooge ôglōndoł sie naôbkoło ciekawy, coby wiedzieć, co to była za izba.
— Ach — odparła kobieta — jeśli nie skosztuję roszpunki z ogrodu czarownicy, umrę z pewnością.	— Ach — prawiyła — jeźli niy dostanã do jedzyniŏ trochã repōnczki, co je we zygrodzie za naszym dōmym, to umrzã.
Niech każdy weźmie szklankę wina i… zdrowie wuja Scrooge'a!	Mōmy po szklōnce grzōnego wina w rynce i jŏ gŏdōm: za ujka Scrooge’a!
Nawet robotnicy zmiatający śnieg z dachów byli pełni wesołości i ochoty.	Ludzie, co ôdśniyżali dachy, byli radzi a połni uciechy.
— Spóźnienie! — burknął znów Scrooge. — Ja sądzę, że to porządne spóźnienie.	– Pōł – pedzioł Scrooge.
Scrooge wszedł nie bez trwogi i pochylił głowę przed Duchem.	Scrooge weszoł ze strachym i spuściōł gowã przed mŏrōm.
— Głupstwo!	– Ô chopie!
Gruby jakiś, zaspany głos, wychodzący z kąta kredensu spytał gniewliwie:	Ruby jakiś, zaspany głos, co wyszoł z roga kredynsu, spytoł gniywliwie:
— Duchu! — krzyknął Scrooge, chwytając płaszcz widma. — Wysłuchaj mnie… Ja już nie jestem tym człowiekiem, jakim byłem do chwili spotkania się z tobą… Nie jestem i nie będę przenigdy… Dlaczego ukazałeś mi tak straszne rzeczy?	– Duchu! – pedzioł Scrooge. – Niy pokŏzuj mi nic wiyncyj!
Duch ruszył powoli, a Scrooge dążył za nim, ogarnięty cieniem jego postaci; zdawało mu się, że cień ów porywa go i podtrzymuje.	Chociŏż już prziwyk do asysty duchōw, Scrooge tak sie boł tyj cichyj formy, iże nogi sie pod nim trzōnsły i spōmiarkowoł sie, iże ledwo poradziōł stŏć, jak sie rychtowoł do pōjściŏ za niōm.
Duch jego po śmierci musi odbywać wędrówkę po świecie (och, biada mi!) i patrzeć biernie na to wszystko, czego nie może już używać, a czego mógł użyć za życia ku swej radości i szczęściu!	Je przeznaczōny wandrować po świecie – o, jŏ niyszczynsny! – i widzieć rzeczy, ô kerych niy mŏ kōmu ôsprawiać, chociŏż mōg to robić na ziymi i być szczyńśliwy!
Sposobność ku temu ja ci nastręczę, Ebenezerze.	Take pocieszynie ci dŏwōm, Ebenezerze.
— Własne twoje sumienie mówi ci, że byłeś zupełnie inny — odparła. — Co do mnie, wcale się nie zmieniłam.	– Twoje włŏsne uczucia ci gŏdajōm, iżeś niy bōł tym, kim terŏz – prawiyła. – Ale jŏ je.
— Ja — powiedziała starsza — włożę mój czerwony, aksamitny strój i ozdobię go na angielską modłę.	— Jŏ — prawiyła starszŏ — ôblykã moje czerwōne zamtowe ôblycze ze francuskim umŏjyniym.
Spojrzyj, przypatrz się im dobrze! — zawołał Duch.	Wejzdrzij na to! – krziknōł duch.
— Co to dziś mamy za dzień? — zapytał przez okno małego chłopca w odświętnym ubraniu, który zatrzymał się przed oknem może dlatego, żeby się Scrooge'owi przypatrzeć.	– Co dzisiej je? – krziknōł Scrooge do syneczka we niydzielnym ôblyczyniu, co stoł pod ôknym.
Ocknąwszy się z zamyślenia, Scrooge zauważył, że Duch nie spuszcza z niego oczu, a to spostrzeżenie znów przejęło go dreszczem od stóp do głowy.	Scrooge tego niy czuł, ale widzioł, bo chociŏż duch siedzioł bez ruchu, jego wosy i ôblyczynie leko sie ruszały, choby skuli gorkigo luftu z jakigo pieca.
— Trzy kwadranse na pierwszą — szepnął znów Scrooge.	– Sztwierć – pedzioł Scrooge.
Powiedzże mi teraz, co to był za człowiek, któregośmy widzieli na śmiertelnym łożu?	Powiydz mi, fto tam na tym łōżku leżoł?
— Poślę tego indyka mojemu pomocnikowi — szeptał do siebie Scrooge, zacierając ręce i uśmiechając się wesoło. — Ręczę, że ani mu na myśl nie przyjdzie, kto mu go przysyła.	– Mōj dobry panŏczku – pedzioł Scrooge i chyciōł go za ramiōna – Jak sie mŏcie?
Duch tak się skurczył, że gasidło okryło całą jego postać; ale chociaż Scrooge przyciskał gasidło z całej siły, nie mógł jednak stłumić światła, które wydobywało się spod spodu i dziwnie jasno oświecało wszystko dokoła.	Atoli chociŏż Scrooge prziciskoł ze cołkōm siyłōm, niy poradziōł przikryć światła, co wyłaziyło spod deki choby ôna była przejzdrzistŏ.
Dziś jestem gotów iść za tobą i jeśli zamierzasz nauczyć mnie czegoś, nie omieszkam skwapliwie z tego skorzystać.	Dzisiej, jak mŏsz cosik, czego chcesz mie nauczyć, pokŏż mi to zarŏz.
— Przerażająco liczna rodzina, szczególnie dla tego, kto musi troszczyć się o jej utrzymanie — mruknął Scrooge.	– Wielkŏ familijŏ do kustowaniŏ – burknōł Scrooge.
Hej-ho, Dick!	Dick!
Wszystko prawda!	Tak było!
Belinda Cratchit, jej druga córka, pomagała jej, podczas gdy pan Piotr Cratchit wsuwał widelec do miski pełnej ziemniaków, a równocześnie wpychały mu się do ust rogi olbrzymiego kołnierzyka (prywatna własność Boba, który pożyczył ją swemu synowi i spadkobiercy na cześć dzisiejszego święta), napełniającego go dumą i chęcią pokazania się w tym wspaniałym stroju wśród rówieśników w parku.	Ze pōmocōm ôd drugij jejich cer, Belindy, położyła na stole serwet, jak nojstarszy synek, Pyjter, sznupoł widołkōm we gŏrnku kartŏfli i bawiōł sie kraglym piyknyj koszule, co jã dostoł na dzisiej ôd fatra na przileżytość fajru.
Był już starszy, w sile wieku.	Terŏz ale bōł trochã starszy, jego gymba niy miała takich ôstrych i sztajfnych znakōw, jak we dalszych latach, ale było widać piyrszy jankōr i pragliwość.
Dlatego — ciągnął dalej, zeskakując szybko z krzesła i dając Bobowi takiego kuksańca, że się aż zatoczył do swej komórki — dlatego… podwyższam panu pensję!	I beztōż – zeskoczōł ze stołka i tak sztuchnōł Boba we westã, że tyn mało na szrajbtisz niy pŏd – podniesã ci geltak!
W chwili, kiedy ich Scrooge opuszczał, zdawali się być jeszcze bardziej szczęśliwi w świetle błysków pochodni Ducha.	Co to były radosne Gody dlŏ Scrooge’a?
Wiedział tylko, że znikły, że głosy ich rozbrzmiewać przestały i że noc stała się taka sama jak wtedy, gdy wracał do domu.	Ale ône i jejich głosy znikły społym, a noc zrobiyła sie takŏ, jak była, kej szoł do dōm.
Wszyscy byli zachwyceni, chociaż słusznie ktoś zauważył, że na pytanie czy to jest niedźwiedź, odpowiedź powinna była wypaść: „tak”, ponieważ zaprzeczenie odwróciłoby myśli uczestników zabawy od Scrooge'a, jeśliby istotnie o nim myśleli.	Wszyjscy chwŏlyli tyn szpil, chociŏż niykerzi prawiyli, iże przecã przi pytaniu „Je to ôsioł?”, ôdpowiydź winna być „Ja”, bo to ôdciōngło jejich myśli ôd pana Scrooge’a, jeźli take mieli.
— To prawda — potwierdził Scrooge. — Masz słuszność.	– Toć – krziknōł Scrooge – Mŏsz recht.
— Z pewnością Dick Wilkins! — zawołał Scrooge do Ducha. — Przysięgam, że to on!	– Dick Wilkins, na isto! – pedzioł Scrooge do ducha. – Jerzinie, toć!
Przyszła matka, zabrała chłopaka, ale musiała go zanieść do domu… Na drugi dzień nie wstał Janek, a trzeciego wieczorem konał już sobie spokojnie na tapczanie pod zgrzebnym kilimkiem.	Prziszła matka, wziōnła karlusa, ale musiała go zaniyś do dōm… Na drugi dziyń Jōnek niy wstoł, a na trzeci dziyń na wieczōr traciōł sie już poleku na szezlōngu pod zgrzebnym kilimkym.
Nikogo pod łóżkiem, nikogo w komórce, nikogo w szlafroku, wiszącym na ścianie w podejrzany sposób.	Żŏdnego pod łōżkym, żŏdnego we szranku, żŏdnego we jego badymantlu, co cudacznie wisioł na ścianie.
— Jakież nowiny?	– Tōż w czym?
Pobiegł do okna, otworzył je i wychylił się z niego.	Polecioł do ôkna, ôtwar je i wystawiōł gowã.
— Interes! — przerwał duch, załamując znów ręce. — I to właśnie było moim błędem, moim grzechem!	– Jeszcze jedno! – krziknōł duch.
Pójdź!	Pōdź!
Nawet psy ślepców zdawały się znać go i gdy widziały go nadchodzącego, wciągały swych właścicieli do sieni kamienic lub na podwórze, a potem machały ogonami, jakby chcąc powiedzieć:	Nawet psy ôd ślepych zdŏwały sie go znać.
Dla Scrooge'a jednak, który ze wzrastającym zainteresowaniem przypatrywał się gościowi, nie ów kaptur był największą osobliwością całej postaci.	Za ciymno, coby jã dobrze ôbejzdrzeć, ale Scrooge ôglōndoł sie naôbkoło ciekawy, coby wiedzieć, co to była za izba.
Był to głos siostrzeńca Scrooge'a, który wszedł tak nagle i szybko, że Scrooge wtedy dopiero zauważył jego obecność, kiedy siostrzeniec do niego przemówił; inaczej byłby go z pewnością nie wpuścił.	To bōł Scrooge’ōw siostrzyniec, co pokŏzoł sie tak narŏz, iże dopiyro terŏzki spōmiarkowoł sie, że ôn prziszoł.
Wiem, co to!	Wiym, co to je!
Biedny chłopiec!	– Biydny synek!
Uczynił to nie tyle z uległości, ile ze zdumienia i strachu, ponieważ w chwili, gdy duch podniósł rękę, usłyszał jakieś nieokreślone głosy w powietrzu: jakby jęki rozpaczne, jakby skargi niewypowiedzianie bolesne, jakby lamenty żalu i skruchy… Duch słuchał czas pewien, potem przyłączył się do żałobnego chóru i wypłynąwszy przez okno, znikł wśród ciemności bezgwiezdnej, mroźnej nocy.	Czekała na kogoś we nerwach, bo łaziyła tam i nazŏd, skŏkała przi kożdym klangu, wyglōndała bez ôkno, kukała na zygŏr, prōbowała sztrykować, ale niy poradziyła i ledwo mogła ściyrpieć głosy bajtli, co sie bawiyły.
Złote i srebrne rybki — i one nawet, chociaż posiadają krew zimną, teraz wystawione w małych, szklanych akwariach, wśród tego bogactwa owoców, jakby odgadywały, że dzieje się coś niezwykłego, bo z wielkim wzburzeniem przepływały tam i z powrotem swoje siedziby.	Same złote i strzybne ryby, chociŏż ze tympyj i zimnokrwistyj rasy, zdały sie wiedzieć, co sie dzieje i – jak na ryby – skŏkały naôbkoło we swojim małym świecie we lekim i bezôgniowym napŏlyniu.
— Hej tam, chłopcy! — rzekł Fezziwig. — Zaprzestać już pracy, na dziś dosyć.	Pōdźcie, zawrzimy ôkynnice – pedzioł Fezziwig a klasnōł. – Wartko, zawiyrōmy!
W podskokach pobiegł do pokoju bawialnego i tam przystanął zadyszany.	Skoczōł do paradnyj izby i stoł tam terŏz zdychany.
Wtem zabrzmiały dzwony wzywające pobożnych do kościoła — i wkrótce ulice zaroiły się ludźmi, którzy poprzybierali nie tylko odświętne szaty, ale także najbardziej świąteczne miny.	Hned ale wieże zawołały wszyjskich dobrych ludzi do kościoła i ôni zarŏz skŏkali bez ulice we nojlepszych ancugach i klajdach, i ze swojimi nojszczyńśliwszymi gymbami.
